_id,brand,breadcrumbs,currency,description,image_url,pdp_url,price,product_name,variants
,Adjmi,Home/All Products/J Sport Graphic Layered Tank,USD,"We elevated our girls’ tanks with all the extra-special designs and details. The layered design brings on-trend edge. The cotton blend promises durability for wear after wear. Bias binding finishes the scoop neckline. A bold graphic highlights the front. The rounded hemline makes sure her tanks add structure to outfits—even when untucked—and a tie punctuates the front hemline. A keyhole on the back shows a peek of the colorful, racerback layer. And the versatile hues are a perfect match for leggings and other pieces in this Justice Sport collection.#30919295% polyester and 5% elastaneMachine wash, tumble dryImported",http://cdn.shopify.com/s/files/1/0543/8547/5781/products/309192_pearl-heather_1-v2_grande.jpg?v=1624918258,https://www.shopjustice.com/collections/all-products/products/tie-front-two-fer-leopard-rainbow-309192-pearl-heather,14.00,J Sport Graphic Layered Tank,"{'size': ['XS (5/6)', 'S (7/8)', 'M (10)', 'L (12/14)', 'XL (16/18)', 'XXL (16P/18P)'], 'color': 'Pearl Heather'}"
,Adjmi,Home/All Products/J Sport Zip-Up Sweatshirt,USD,"French terry cotton-blend fabric gives our girls’ sweatshirts a cozy finish. They zip up and have a drawstring waistband—for fuss-free wear. A graphic punctuates the front. Plus, logo taping down the long sleeves is an unexpected sporty detail. She can pair them with matching leggings for an easy-to-style outfit.#30766668% cotton and 32% polyesterMachine wash, tumble dryImported",http://cdn.shopify.com/s/files/1/0543/8547/5781/products/307666_texan-red_1-v2_grande.jpg?v=1627935795,https://www.shopjustice.com/collections/all-products/products/full-zip-mock-neck-sweatshirt-307666-texan-red,19.60,J Sport Zip-Up Sweatshirt,"{'size': ['XS (5/6)', 'S (7/8)', 'M (10)', 'L (12/14)', 'XL (16/18)', 'XXL (16P/18P)'], 'color': 'Texan Red'}"
,Adjmi,Home/All Products/J Sport Zip-Front Dress,USD,"Our wear-everywhere, girls’ dresses are the all-in-one outfit that makes styling easy. The half-zip neckline gives them a relaxed vibe. Stretch-cotton single-jersey-knit fabric gives it a casual finish. Thumbholes at the banded cuffs promise a fuss-free fit. Plus, logo tapping down the long sleeves is an unexpected sporty detail.#10982795% cotton and 5% spandexMachine wash, tumble dryImported",http://cdn.shopify.com/s/files/1/0543/8547/5781/products/109827_black_1-v2_grande.jpg?v=1624918231,https://www.shopjustice.com/collections/all-products/products/mock-neck-ls-zip-dress-109827-black,22.40,J Sport Zip-Front Dress,"{'size': ['XS (5/6)', 'S (7/8)', 'M (10)', 'L (12/14)', 'XL (16/18)', 'XXL (16P/18P)'], 'color': 'Black'}"
,Adjmi,Home/All Products/Color Block Scoop Neck Tee,USD,"Our girls’ tees have a standout color block design. The slub-jersey cotton-blend fabric is super-soft and promises daylong comfort. A cool graphic highlights the front. The relaxed cut lends full coverage. And the rounded hemline makes sure her tees add structure to outfits—even when untucked.#30393860% cotton and 40% polyesterMachine wash, tumble dryImported",http://cdn.shopify.com/s/files/1/0543/8547/5781/products/303938_black_1_grande.jpg?v=1625011538,https://www.shopjustice.com/collections/all-products/products/side-split-jsport-tee-303938-black,12.60,Color Block Scoop Neck Tee,"{'size': ['XS (5/6)', 'S (7/8)', 'M (10)', 'L (12/14)', 'XL (16/18)', 'XXL (16P/18P)'], 'color': 'Black'}"
,Adjmi,Home/All Products/J Sport Graphic Layered Tank,USD,"We elevated our girls’ tanks with all the extra-special designs and details. The layered design brings on-trend edge. The cotton blend promises durability for wear after wear. Bias binding finishes the scoop neckline. A bold graphic highlights the front. The rounded hemline makes sure her tanks add structure to outfits—even when untucked—and a tie punctuates the front hemline. A keyhole on the back shows a peek of the colorful, racerback layer. And the versatile hues are a perfect match for leggings and other pieces in this Justice Sport collection.#30919295% polyester and 5% elastaneMachine wash, tumble dryImported",http://cdn.shopify.com/s/files/1/0543/8547/5781/products/309192_bleach-white_1_grande.jpg?v=1625102948,https://www.shopjustice.com/collections/all-products/products/tie-front-two-fer-love-309192-bleach-white,14.00,J Sport Graphic Layered Tank,"{'size': ['XS (5/6)', 'S (7/8)', 'M (10)', 'L (12/14)', 'XL (16/18)', 'XXL (16P/18P)'], 'color': 'Bleach White'}"
,Adjmi,Home/All Products/J Sport Zip-Front Dress,USD,"Our wear-everywhere, girls’ dresses are the all-in-one outfit that makes styling easy. The half-zip neckline gives them a relaxed vibe. Stretch-cotton single-jersey-knit fabric gives it a casual finish. Thumbholes at the banded cuffs promise a fuss-free fit. Plus, logo taping down the long sleeves is an unexpected sporty detail.#10982795% cotton and 5% spandexMachine wash, tumble dryImported",http://cdn.shopify.com/s/files/1/0543/8547/5781/products/109827_ladybug-red_1-v2_grande.jpg?v=1624918228,https://www.shopjustice.com/collections/all-products/products/mock-neck-ls-zip-dress-109827-ladybug-red,22.40,J Sport Zip-Front Dress,"{'size': ['XS (5/6)', 'S (7/8)', 'M (10)', 'L (12/14)', 'XL (16/18)', 'XXL (16P/18P)'], 'color': 'Ladybug Red'}"
,Adjmi,Home/All Products/Tie-Dye Tie-Front Tee & Hair Tie,USD,"We created a line of tees for your free-spirited girl. They have an allover tie-dye pattern. Bias binding finishes the scoop neckline. Cuffs bring a pop of personality to the short dolman sleeves. A keyhole punctuates the front hemline and ties into a sweet bow. They’re designed in slub-jersey cotton that promises the comfiest wear, ever. Plus, the matching hair tie is perfect for upgrading her updos. They pair perfectly with Justice Denim jeans.#307809Includes: top and hair tie100% cottonMachine wash, tumble dryImported",http://cdn.shopify.com/s/files/1/0543/8547/5781/products/307809_wysteria_1_grande.jpg?v=1625102904,https://www.shopjustice.com/collections/all-products/products/tie-front-tee-w-scrunchie-307809-wisteria,11.20,Tie-Dye Tie-Front Tee & Hair Tie,"{'size': ['XS (5/6)', 'S (7/8)', 'M (10)', 'L (12/14)', 'XL (16/18)', 'XXL (16P/18P)'], 'color': 'Wisteria'}"
,Adjmi,Home/All Products/Tie-Dye Tie-Front Tee & Hair Tie,USD,"We created a line of tees for your free-spirited girl. They have an allover tie-dye pattern. Bias binding finishes the scoop neckline. Cuffs bring a pop of personality to the short dolman sleeves. A keyhole punctuates the front hemline and ties into a sweet bow. They’re designed in slub-jersey cotton that promises the comfiest wear, ever. Plus, the matching hair tie is perfect for upgrading her updos. They pair perfectly with Justice Denim jeans.#307809Includes: top and hair tie100% cottonMachine wash, tumble dryImported",http://cdn.shopify.com/s/files/1/0543/8547/5781/products/307809_rhododendron_1_grande.jpg?v=1625102905,https://www.shopjustice.com/collections/all-products/products/tie-front-tee-w-scrunchie-307809-rhododendron,11.20,Tie-Dye Tie-Front Tee & Hair Tie,"{'size': ['XS (5/6)', 'S (7/8)', 'M (10)', 'L (12/14)', 'XL (16/18)', 'XXL (16P/18P)'], 'color': 'Rhododendron'}"
,Adjmi,Home/All Products/Graphic Tie-Front Tee & Hair Tie,USD,"We created a line of tees for your free-spirited girl. The front has a scoop neckline, plus a graphic boasts an affirming message. Cuffs bring a pop of personality to the short dolman sleeves. A keyhole punctuates the front hemline and ties into a sweet bow. They’re designed in slub-jersey cotton that promises the comfiest wear, ever. And the matching hair tie is perfect for upgrading her updos. They pair perfectly with Justice Denim jeans.#308377Includes: top and hair tie100% cottonMachine wash, tumble dryImported",http://cdn.shopify.com/s/files/1/0543/8547/5781/products/308377_black_1_grande.jpg?v=1625102912,https://www.shopjustice.com/collections/all-products/products/tie-front-graphic-tee-w-scrunchie-cactus-308377-black,11.20,Graphic Tie-Front Tee & Hair Tie,"{'size': ['XS (5/6)', 'S (7/8)', 'M (10)', 'L (12/14)', 'XL (16/18)', 'XXL (16P/18P)'], 'color': 'Black'}"
,Adjmi,Home/All Products/Tie-Dye Tie-Front Tee & Hair Tie,USD,"We created a line of tees for your free-spirited girl. They have an allover tie-dye pattern. Bias binding finishes the scoop neckline. Cuffs bring a pop of personality to the short dolman sleeves. A keyhole punctuates the front hemline and ties into a sweet bow. They’re designed in slub-jersey cotton that promises the comfiest wear, ever. Plus, the matching hair tie is perfect for upgrading her updos. They pair perfectly with Justice Denim jeans.#307809Includes: top and hair tie100% cottonMachine wash, tumble dryImported",http://cdn.shopify.com/s/files/1/0543/8547/5781/products/307809_black_1_grande.jpg?v=1625102902,https://www.shopjustice.com/collections/all-products/products/tie-front-tee-w-scrunchie-307809-black,11.20,Tie-Dye Tie-Front Tee & Hair Tie,"{'size': ['XS (5/6)', 'S (7/8)', 'M (10)', 'L (12/14)', 'XL (16/18)', 'XXL (16P/18P)'], 'color': 'Black'}"
,Adjmi,Home/All Products/Destructed Girlfriend Jeans,USD,"Our girls’ jeans have a relaxed fit, the traditional 5 pockets, a zip-and-button fly, and cuffed hems. Whiskering at the thigh offers a modern, lived-in vibe. Destructed details with backing lend modesty with edge. Welted seams give them durability. And the classic wash makes them a versatile pair for her tees and sweatshirts. Plus, the comfy, stretch-cotton fabric is made with Repreve® denim—which is created using recycled materials. This means not only will your girl look good while wearing her fashion, but she’ll feel good about her fashion, too.#46931258% cotton, 23% viscose, 18% Repreve® polyester and 1% elastaneMachine wash, tumble dryImported",http://cdn.shopify.com/s/files/1/0543/8547/5781/products/469312_dk-wash_1-v2_grande.jpg?v=1624918309,https://www.shopjustice.com/collections/all-products/products/girlfriend-jean-469312-dk-wash,17.00,Destructed Girlfriend Jeans,"{'size': ['6', '7', '8', '10', '12', '14', '16'], 'color': 'Dk Wash'}"
,Adjmi,Home/All Products/Destructed Girlfriend Jeans,USD,"Our girls’ jeans have a relaxed fit, the traditional 5 pockets, a zip-and-button fly, and cuffed hems. Whiskering at the thigh offers a modern, lived-in vibe. Destructed details with backing lend modesty with edge. Welted seams give them durability. And the classic wash makes them a versatile pair for her tees and sweatshirts. Plus, the comfy, stretch-cotton fabric is made with Repreve® denim—which is created using recycled materials. This means not only will your girl look good while wearing her fashion, but she’ll feel good about her fashion, too.#46931258% cotton, 23% viscose, 18% Repreve® polyester and 1% elastaneMachine wash, tumble dryImported",http://cdn.shopify.com/s/files/1/0543/8547/5781/products/469312_light-wash_1_grande.jpg?v=1625011660,https://www.shopjustice.com/collections/all-products/products/girlfriend-jean-469312-light-wash,17.00,Destructed Girlfriend Jeans,"{'size': ['6', '7', '8', '10', '12', '14', '16'], 'color': 'Light Wash'}"
,Adjmi,Home/All Products/Color Block Scoop Neck Tee,USD,"Our girls’ tees have a standout color block design. The slub-jersey cotton-blend fabric is super-soft and promises daylong comfort. A cool graphic highlights the front. The relaxed cut lends full coverage. And the rounded hemline makes sure her tees add structure to outfits—even when untucked.#30393860% cotton and 40% polyesterMachine wash, tumble dryImported",http://cdn.shopify.com/s/files/1/0543/8547/5781/products/303938_texan-red_1-v2_grande.jpg?v=1626355636,https://www.shopjustice.com/collections/all-products/products/side-split-jsport-tee-303938-texan-red,12.60,Color Block Scoop Neck Tee,"{'size': ['XS (5/6)', 'S (7/8)', 'M (10)', 'L (12/14)', 'XL (16/18)', 'XXL (16P/18P)'], 'color': 'Texan Red'}"
,Adjmi,Home/All Products/Destructed Girlfriend Jeans,USD,"Our girls’ jeans have a relaxed fit, the traditional 5 pockets, a zip-and-button fly, and cuffed hems. Whiskering at the thigh offers a modern, lived-in vibe. Destructed details with backing lend modesty with edge. Welted seams give them durability. And the classic wash makes them a versatile pair for her tees and sweatshirts. Plus, the comfy, stretch-cotton fabric is made with Repreve® denim—which is created using recycled materials. This means not only will your girl look good while wearing her fashion, but she’ll feel good about her fashion, too.#46931258% cotton, 23% viscose, 18% Repreve® polyester and 1% elastaneMachine wash, tumble dryImported",http://cdn.shopify.com/s/files/1/0543/8547/5781/products/469312_medium-wash_1_grande.jpg?v=1625011663,https://www.shopjustice.com/collections/all-products/products/girlfriend-jean-469312-medium-wash,17.00,Destructed Girlfriend Jeans,"{'size': ['6', '7', '8', '10', '12', '14', '16'], 'color': 'Medium Wash'}"
,Adjmi,Home/All Products/Graphic Tie-Front Tee & Hair Tie,USD,"We created a line of tees for your free-spirited girl. The front has a graphic with an affirming message. Bias binding finishes the scoop neckline. Cuffs bring a pop of personality to the short dolman sleeves. A keyhole punctuates the front hemline and ties into a sweet bow. They’re designed in slub-jersey cotton that promises the comfiest wear, ever. Plus, the matching hair tie is perfect for upgrading her updos. They pair perfectly with Justice Denim jeans.#308377Includes: top and hair tie100% cottonMachine wash, tumble dryImported",http://cdn.shopify.com/s/files/1/0543/8547/5781/products/308377_pearl-heather_1_grande.jpg?v=1625102915,https://www.shopjustice.com/collections/all-products/products/tie-front-graphic-tee-w-scrunchie-greatful-flower-308377-pearl-heather,11.20,Graphic Tie-Front Tee & Hair Tie,"{'size': ['XS (5/6)', 'S (7/8)', 'M (10)', 'L (12/14)', 'XL (16/18)', 'XXL (16P/18P)'], 'color': 'Pearl Heather'}"
,Adjmi,Home/All Products/Pull-On Jean Leggings,USD,"Our woven girls’ jean leggings have a stretchy, contour pull-on waistband—that keeps up with all her movement. Rise in the back prevents gapping. Destructed details with backing promise modesty with edge. The legging-like fit and mid-rise offer classic style. The deconstructed hems bring on-trend flair. And welted seams make them super-durable. They’re perfect for pairing with her favorite tees and sweatshirts. Plus, the comfy, stretch-cotton fabric is made with Repreve® denim—which is created using recycled materials. This means not only will your girl look good while wearing her fashion, but she’ll feel good about her fashion, too.#464462Length: 24.5”77.6% cotton, 20.5% Repreve® polyester and 1.9% elastaneMachine wash, tumble dryImported",http://cdn.shopify.com/s/files/1/0543/8547/5781/products/464462_grey-wash_1_grande.jpg?v=1625270456,https://www.shopjustice.com/collections/all-products/products/grey-woven-stretch-destroy-464462-grey-wash,15.00,Pull-On Jean Leggings,"{'size': ['6', '7', '8', '10', '12', '14', '16', '6S', '7S', '8S', '10S', '12S', '14S', '14PL', '16PL', '18PL', '20PL'], 'color': 'Grey Wash'}"
,Adjmi,Home/All Products/Pull-On Jean Leggings,USD,"Our woven girls’ jean leggings have a stretchy, contour pull-on waistband—that keeps up with all her movement. Rise in the back prevents gapping. Destructed details with backing promise modesty with edge. The legging-like fit and mid-rise offer classic style. The deconstructed hems bring on-trend flair. And welted seams make them super-durable. They’re perfect for pairing with her favorite tees and sweatshirts. Plus, the comfy, stretch-cotton fabric is made with Repreve® denim—which is created using recycled materials. This means not only will your girl look good while wearing her fashion, but she’ll feel good about her fashion, too.#465496Length: 24.5”68% cotton, 20.9, Repreve® polyester, 9% rayon and 2.1% elastaneMachine wash, tumble dryImported",http://cdn.shopify.com/s/files/1/0543/8547/5781/products/465496_black-rinse-wash_1_grande.jpg?v=1625270500,https://www.shopjustice.com/collections/all-products/products/black-woven-stretch-clean-465496-black-rinse-wash,15.00,Pull-On Jean Leggings,"{'size': ['6', '7', '8', '10', '12', '14', '16', '6S', '7S', '8S', '10S', '12S', '14S', '14PL', '16PL', '18PL', '20PL'], 'color': 'Black Rinse Wash'}"
,Adjmi,Home/All Products/Pull-On Jean Leggings,USD,"Our woven girls’ jean leggings have a stretchy, contour pull-on waistband—that keeps up with all her movement. Rise in the back prevents gapping. Destructed details with backing promise modesty with edge. The legging-like fit and mid-rise offer classic style. The deconstructed hems bring on-trend flair. And welted seams make them super-durable. They’re perfect for pairing with her favorite tees and sweatshirts. Plus, the comfy, stretch-cotton fabric is made with Repreve® denim—which is created using recycled materials. This means not only will your girl look good while wearing her fashion, but she’ll feel good about her fashion, too.#460887Length: 24.5”58% cotton, 23% viscose, 18% Repreve® polyester and 1% elastaneMachine wash, tumble dryImported",http://cdn.shopify.com/s/files/1/0543/8547/5781/products/460887_dark-wash_1_grande.jpg?v=1625597525,https://www.shopjustice.com/collections/all-products/products/med-dark-wvn-stretch-destroy-460887-dark-wash,15.00,Pull-On Jean Leggings,"{'size': ['6', '7', '8', '10', '12', '14', '16', '6S', '7S', '8S', '10S', '12S', '14S', '14PL', '16PL', '18PL', '20PL'], 'color': 'Dark Wash'}"
,Adjmi,Home/All Products/Graphic Tie-Front Tee & Hair Tie,USD,"We created a line of tees for your free-spirited girl. The front has a scoop neckline, plus a graphic boasts an affirming message. Cuffs bring a pop of personality to the short dolman sleeves. A keyhole punctuates the front hemline and ties into a sweet bow. They’re designed in slub-jersey cotton that promises the comfiest wear, ever. And the matching hair tie is perfect for upgrading her updos. They pair perfectly with Justice Denim jeans.#308377Includes: top and hair tie100% cottonMachine wash, tumble dryImported",http://cdn.shopify.com/s/files/1/0543/8547/5781/products/308377_honeycomb_1_grande.jpg?v=1625102913,https://www.shopjustice.com/collections/all-products/products/tie-front-graphic-tee-w-scrunchie-moon-flowers-308377-honeycomb,11.20,Graphic Tie-Front Tee & Hair Tie,"{'size': ['XS (5/6)', 'S (7/8)', 'M (10)', 'L (12/14)', 'XL (16/18)', 'XXL (16P/18P)'], 'color': 'Honeycomb'}"
,Adjmi,Home/All Products/Pull-On Jean Leggings,USD,"Our woven girls’ jean leggings have a stretchy, contour pull-on waistband—that keeps up with all her movement. Rise in the back prevents gapping. Destructed details with backing promise modesty with edge. The legging-like fit and mid-rise offer classic style. The deconstructed hems bring on-trend flair. And welted seams make them super-durable. They’re perfect for pairing with her favorite tees and sweatshirts. Plus, the comfy, stretch-cotton fabric is made with Repreve® denim—which is created using recycled materials. This means not only will your girl look good while wearing her fashion, but she’ll feel good about her fashion, too.#460887Length: 24.5”58% cotton, 23% viscose, 18% Repreve® polyester and 1% elastaneMachine wash, tumble dryImported",http://cdn.shopify.com/s/files/1/0543/8547/5781/products/460887_light-wash_1_grande.jpg?v=1625597535,https://www.shopjustice.com/collections/all-products/products/ligt-wash-woven-stretch-destroy-460887-light-wash,15.00,Pull-On Jean Leggings,"{'size': ['6', '7', '8', '10', '12', '14', '16', '6S', '7S', '8S', '10S', '12S', '14S', '14PL', '16PL', '18PL', '20PL'], 'color': 'Light Wash'}"
,Adjmi,Home/All Products/Graphic Ringer Tee,USD,"These girls’ tees are our take on the retro ringer style. We updated them with striped bias binding around the scoop neckline and armholes to offer classic contrast. A graphic adorns the front. And we created them in a lightweight ribbed fabric that promises the comfiest wear, ever.#30757659% recycled polyester, 36% viscose and 5% elastaneMachine wash, tumble dryImported",http://cdn.shopify.com/s/files/1/0543/8547/5781/products/307576_pearl-heather_1_grande.jpg?v=1625011561,https://www.shopjustice.com/collections/all-products/products/brand-ringer-tee-307576-pearl-heather,11.20,Graphic Ringer Tee,"{'size': ['XS (5/6)', 'S (7/8)', 'M (10)', 'L (12/14)', 'XL (16/18)', 'XXL (16P/18P)'], 'color': 'Pearl Heather'}"
,Adjmi,Home/All Products/Graphic Tie-Front Tee & Hair Tie,USD,"We created a line of tees for your free-spirited girl. The front has a scoop neckline, plus a graphic boasts an affirming message. Cuffs bring a pop of personality to the short dolman sleeves. A keyhole punctuates the front hemline and ties into a sweet bow. They’re designed in slub-jersey cotton that promises the comfiest wear, ever. And the matching hair tie is perfect for upgrading her updos. They pair perfectly with Justice Denim jeans.#308377Includes: top and hair tie100% cottonMachine wash, tumble dryImported",http://cdn.shopify.com/s/files/1/0543/8547/5781/products/308377_aruba_1_grande.jpg?v=1625102915,https://www.shopjustice.com/collections/all-products/products/tie-front-graphic-tee-w-scrunchie-celestial-308377-aruba,11.20,Graphic Tie-Front Tee & Hair Tie,"{'size': ['XS (5/6)', 'S (7/8)', 'M (10)', 'L (12/14)', 'XL (16/18)', 'XXL (16P/18P)'], 'color': 'Aruba'}"
,Adjmi,Home/All Products/Graphic Ringer Tee,USD,"These girls’ tees are our take on the retro ringer style. We updated them with striped bias binding around the scoop neckline and armholes to offer classic contrast. A graphic adorns the front. And we created them in a lightweight ribbed fabric that promises the comfiest wear, ever.#30757659% recycled polyester, 36% viscose and 5% elastaneMachine wash, tumble dryImported",http://cdn.shopify.com/s/files/1/0543/8547/5781/products/307576_black_1-v2_grande.jpg?v=1624918249,https://www.shopjustice.com/collections/all-products/products/brand-ringer-tee-307576-black,11.20,Graphic Ringer Tee,"{'size': ['XS (5/6)', 'S (7/8)', 'M (10)', 'L (12/14)', 'XL (16/18)', 'XXL (16P/18P)'], 'color': 'Black'}"
